Snake,Nstar,Nmember_rows,Npart,Nnode,id_part_list,id_node_list,ra_median,dec_median,l_median,b_median,parallax_median,pmra_median,pmdec_median,X_median,Y_median,Z_median,part_param_Npart,part_param_N_sum,part_param_dominant_weight_frac,part_param_N_positive_weight,Loga_part_main,Loga_part_p16,Loga_part_p50,Loga_part_p84,Loga_part_span,Loga_part_mad,Loga_part_min,Loga_part_max,Loga_part_Nvalid,Loga_part_e_median,DM_part_main,DM_part_p16,DM_part_p50,DM_part_p84,DM_part_span,DM_part_mad,DM_part_min,DM_part_max,DM_part_Nvalid,DM_part_e_median,Av_part_main,Av_part_p16,Av_part_p50,Av_part_p84,Av_part_span,Av_part_mad,Av_part_min,Av_part_max,Av_part_Nvalid,Av_part_e_median,Met_part_main,Met_part_p16,Met_part_p50,Met_part_p84,Met_part_span,Met_part_mad,Met_part_min,Met_part_max,Met_part_Nvalid,Met_part_e_median,DR_part_main,DR_part_p16,DR_part_p50,DR_part_p84,DR_part_span,DR_part_mad,DR_part_min,DR_part_max,DR_part_Nvalid,DR_part_e_median,Fran_cl_part_wmean,Fran_cl_part_wmedian,Fran_cl_part_main,Fran_cl_part_p16,Fran_cl_part_p50,Fran_cl_part_p84,Fran_cl_part_span,Fran_cl_part_mad,Fran_cl_part_min,Fran_cl_part_max,Fran_cl_part_Nvalid,Fran_cl_part_e_median
0,2812,2812,3,7,layer10_83457;layer10_83459;layer10_83463,layer10_83459;layer11_86717;layer11_86719;layer11_86720;layer12_88322;layer12_88323;layer12_88324,96.26387151025492,-3.10964210392324,213.3823342557528,-7.358874198162847,3.251608325104426,-4.610078889102336,-2.8534822040437104,-261.2679114623673,-154.77322130748604,-39.103264541342185,3,2812.0,0.7371977240398293,3,7.358212132175591,7.309131975224313,7.358212132175591,7.414503116555556,0.1689287000000003,0.042607867824409,7.294403,7.4633317,3,0.10539487,7.247657562855765,7.08130305578003,7.247657562855765,7.422221247333333,0.4984203999999996,0.144417037144235,7.03138,7.5298004,3,0.001618273,0.09389934,0.09389934,0.09389934,0.4213966220444444,0.36406478,0.0,0.09389934,0.45796412,3,0.16843043,-0.0660469226145682,-0.170315351685094,-0.0660469226145682,0.0362901157222222,0.28007174,0.0905183626145682,-0.20160635,0.07846539,3,0.050375815,2.7639867130728413,1.386272,2.7639867130728413,4.0454693481833095,3.2622480000000005,1.5407865841586252,1.386272,4.64852,3,0.5739609,0.4390902380014225,0.4112670115243608,0.4390902380014225,0.3969180724879884,0.4112670115243608,0.4420715745333333,0.11493442,0.0124567184756391,0.39261195,0.50754637,3,0.014438971
