Snake,id_part,id_node,source_id,ra,dec,parallax,pmra,pmdec,radial_velocity,radial_velocity_error,parallax_error,pmra_error,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr
0,layer10_83463,,3105008639134285312,97.87724489505948,-3.5608246042834395,3.47618184023913,-5.543841867049803,-2.4000009990419264,35.78565,21.879213,0.013120784,0.013714356,0.01266512,0.2776836,0.012861539
0,layer10_83463,,3105035340949854976,97.43208496357629,-3.579253030631318,2.794010910348722,-4.724638298020968,-1.7554818494077138,24.3097,1.9091953,0.019471576,0.018232452,0.015824074,0.22150958,-0.006775343
0,layer10_83463,,3105071246876738432,97.7972066555632,-3.2342527716041483,3.550915620675634,-5.569237547036021,-2.79557556129063,44.272964,14.659439,0.030770171,0.040861256,0.03385108,-0.09778216,0.06597681
0,layer10_83463,layer12_88323,3105077259830551808,97.56867424830271,-3.282936072241544,3.2912759210619127,-4.882582311285775,-2.0405785722361105,,,0.08282421,0.086865894,0.09975096,0.109965585,0.23345657
0,layer10_83463,,3105083685101557120,97.72858430046188,-3.20673771784828,4.11086189459444,-5.838523294430305,-3.3146238773271426,,,0.06545806,0.08319839,0.070671454,0.18475252,-0.024209572
0,layer10_83463,,3105085398789689472,97.88553005736456,-3.1291618234706613,3.657433569316359,-4.933122134061208,-2.6260208971358754,,,0.29513094,0.2772239,0.24024273,0.3266674,0.04123609
0,layer10_83463,,3105095195614576896,98.54517310318656,-3.4094607014354343,3.792188647826118,-6.171000100490706,-3.0120185739404586,-2.2835312,8.130133,0.02353423,0.02452348,0.023582585,0.14173849,0.20514825
0,layer10_83463,,3105098902169337984,98.39216248447909,-3.387637276697164,3.762403850199562,-6.391455691859864,-2.9978548007821115,,,0.1159245,0.099025875,0.10136167,0.18267593,0.09371154
0,layer10_83463,,3105099799819530624,98.40093072822766,-3.321736728110391,3.977999732928378,-6.285205741064719,-3.2783626926160725,12.026496,6.415235,0.022130666,0.021783434,0.021502618,0.1470333,0.13321766
0,layer10_83463,,3105134808094871296,98.827692890144,-3.025543629437614,4.332693766533716,-6.440125037475159,-3.782439146829488,,,0.092451744,0.1152612,0.100314856,0.029618721,0.031828552
0,layer10_83463,,3105139038640375680,99.04989964912706,-2.9713182518429058,3.107876408265823,-6.241150572591795,-2.6191836325670805,,,0.12171522,0.11974999,0.111282006,0.28840914,0.21876447
0,layer10_83463,,3105145498271400320,98.57373500459003,-3.0495037758812304,4.425669044597966,-6.77937509702121,-3.705387543004207,9.817677,9.894485,0.03387706,0.03526225,0.03099812,0.2886555,0.10482815
0,layer10_83463,,3105149243482862336,98.55820350016248,-2.9912246233688786,3.2065153431865703,-5.520866452547428,-2.205791022079956,,,0.115276255,0.1300373,0.10853686,0.078784876,0.066985525
0,layer10_83463,,3105188482303614080,98.08278122112254,-2.919968769837589,3.724579565691092,-5.960148650293739,-3.117515751428704,-21.450745,11.726971,0.024122262,0.022427112,0.019870192,0.26526278,0.03772813
